Average Rating,Average Difficulty,Number of Ratings,Received a Pepper?,Proportion Retake,Online Ratings,Male,Female
3.0,5.0,1.0,0.0,,0.0,1,0
4.5,3.4,13.0,1.0,100.0,0.0,0,1
5.0,1.0,1.0,0.0,,1.0,1,0
1.1,4.8,5.0,0.0,,4.0,1,0
3.5,3.5,4.0,1.0,,0.0,0,1
4.8,2.3,8.0,1.0,,0.0,0,1
1.0,5.0,1.0,0.0,,0.0,0,1
1.5,4.0,1.0,0.0,,0.0,0,1
3.8,2.0,3.0,1.0,,0.0,0,1
4.8,2.0,2.0,0.0,,0.0,1,0
4.5,2.3,6.0,1.0,,0.0,1,0
2.6,4.1,29.0,1.0,85.0,0.0,1,0
5.0,1.0,1.0,0.0,,0.0,1,0
3.5,3.0,1.0,0.0,,0.0,1,0
3.9,2.5,4.0,1.0,,0.0,1,0
5.0,3.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
3.5,2.5,10.0,0.0,75.0,3.0,1,0
4.5,2.0,1.0,0.0,,0.0,0,1
4.8,1.6,5.0,1.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
2.0,4.0,1.0,0.0,,0.0,1,0
5.0,1.0,2.0,0.0,,0.0,0,1
4.2,3.3,3.0,0.0,,0.0,1,0
4.8,3.0,2.0,0.0,,0.0,1,0
4.1,2.1,14.0,0.0,70.0,2.0,0,1
,,,,,,0,0
4.0,3.3,3.0,1.0,,2.0,1,0
5.0,1.0,2.0,1.0,,0.0,1,0
4.7,4.0,9.0,0.0,,0.0,0,1
5.0,2.5,2.0,0.0,,0.0,1,0
5.0,3.5,12.0,1.0,100.0,0.0,0,1
,,,,,,0,0
4.8,3.0,43.0,1.0,,0.0,0,0
4.4,1.6,5.0,0.0,,0.0,1,0
5.0,3.0,2.0,0.0,,1.0,0,1
,,,,,,0,0
5.0,1.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
5.0,1.8,5.0,1.0,,0.0,1,0
4.8,2.5,2.0,0.0,,0.0,1,0
4.3,3.0,3.0,1.0,,0.0,1,0
1.8,4.5,2.0,0.0,,0.0,1,0
5.0,1.0,1.0,0.0,,1.0,0,1
5.0,1.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
5.0,3.0,1.0,0.0,,0.0,1,0
2.7,4.6,5.0,0.0,,0.0,0,1
,,,,,,0,0
4.2,2.8,9.0,1.0,86.0,0.0,0,0
4.2,3.5,6.0,1.0,,0.0,0,0
5.0,2.0,2.0,0.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
3.3,3.9,36.0,0.0,,0.0,1,0
5.0,1.0,3.0,0.0,,0.0,0,0
5.0,2.0,1.0,0.0,,0.0,0,1
2.5,4.0,1.0,0.0,,0.0,0,0
4.2,2.0,3.0,0.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
4.7,3.7,9.0,0.0,,2.0,1,0
3.3,2.0,2.0,0.0,,0.0,0,1
4.5,1.0,1.0,0.0,,0.0,0,0
,,,,,,0,0
4.8,2.3,6.0,1.0,,0.0,0,1
2.8,2.5,2.0,0.0,,0.0,0,1
3.6,4.0,3.0,0.0,,0.0,0,1
3.1,3.3,13.0,0.0,33.0,0.0,0,0
4.5,1.9,9.0,0.0,100.0,1.0,0,1
4.5,3.4,5.0,0.0,,0.0,0,0
4.0,1.0,1.0,0.0,,0.0,1,0
4.5,1.7,3.0,0.0,,0.0,0,1
3.8,2.0,2.0,0.0,,0.0,0,1
5.0,1.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
4.9,2.1,22.0,1.0,88.0,2.0,1,0
5.0,1.0,1.0,0.0,,0.0,0,1
3.5,4.0,1.0,0.0,,0.0,0,1
3.0,4.2,7.0,1.0,50.0,2.0,1,1
4.5,2.0,2.0,0.0,,0.0,1,0
,,,,,,0,0
1.5,4.0,4.0,0.0,,0.0,1,0
5.0,2.7,3.0,1.0,,0.0,0,1
,,,,,,0,0
1.0,5.0,1.0,0.0,,0.0,0,0
4.5,1.0,1.0,0.0,,0.0,1,1
4.8,1.3,7.0,0.0,,0.0,0,1
4.8,2.0,2.0,0.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
5.0,1.0,1.0,0.0,,0.0,0,0
4.8,2.0,2.0,0.0,,0.0,1,0
5.0,4.0,1.0,0.0,,0.0,1,0
4.0,3.0,1.0,0.0,,0.0,1,0
4.5,1.9,10.0,0.0,100.0,1.0,1,0
5.0,4.0,1.0,0.0,,0.0,0,0
2.2,3.9,9.0,0.0,,0.0,1,0
5.0,1.4,5.0,0.0,,0.0,1,0
5.0,1.5,2.0,1.0,,0.0,1,0
4.1,2.2,8.0,0.0,,1.0,0,1
3.3,3.6,31.0,0.0,50.0,0.0,1,1
4.5,3.0,10.0,1.0,,0.0,1,0
5.0,3.0,1.0,0.0,,0.0,0,1
4.5,3.5,2.0,1.0,,0.0,0,0
1.0,1.0,1.0,0.0,,0.0,1,0
4.9,2.0,4.0,0.0,,0.0,0,0
2.5,3.5,4.0,0.0,,0.0,0,1
,,,,,,0,0
1.8,3.6,5.0,0.0,,0.0,0,0
,,,,,,0,0
3.5,3.0,6.0,1.0,,0.0,0,0
5.0,2.0,1.0,0.0,,0.0,1,0
3.8,2.6,5.0,0.0,,0.0,0,0
5.0,1.6,5.0,1.0,,0.0,0,1
5.0,1.3,3.0,0.0,,2.0,0,1
3.0,4.0,1.0,0.0,,0.0,0,1
3.5,3.2,12.0,0.0,67.0,0.0,1,0
,,,,,,0,0
3.6,2.8,4.0,0.0,,0.0,0,1
4.5,1.0,1.0,0.0,,0.0,1,0
2.7,4.2,32.0,0.0,62.0,0.0,1,0
5.0,2.4,5.0,1.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
4.5,2.0,6.0,0.0,,3.0,1,0
4.4,2.4,11.0,1.0,,3.0,0,0
4.5,2.7,4.0,0.0,,1.0,0,1
4.5,2.0,1.0,0.0,,0.0,1,0
2.9,3.3,4.0,0.0,,0.0,1,0
3.6,3.5,4.0,0.0,,0.0,0,1
1.5,3.5,2.0,0.0,,1.0,0,0
5.0,4.7,3.0,1.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
4.6,1.2,5.0,0.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
3.4,3.6,8.0,0.0,,0.0,0,0
1.3,4.3,3.0,0.0,,0.0,1,0
4.7,2.1,9.0,0.0,,0.0,0,1
5.0,2.0,1.0,0.0,,0.0,1,0
4.5,1.5,2.0,0.0,,0.0,0,1
5.0,2.0,1.0,0.0,,0.0,0,0
1.5,3.0,1.0,0.0,,0.0,1,0
4.5,2.4,19.0,0.0,100.0,0.0,1,1
4.8,2.7,6.0,1.0,,0.0,1,1
3.0,4.0,1.0,0.0,,0.0,1,1
3.5,2.0,1.0,0.0,,0.0,1,0
3.6,3.5,14.0,0.0,67.0,0.0,0,1
3.8,3.3,7.0,0.0,,0.0,0,0
,,,,,,0,0
,,,,,,0,0
4.7,2.8,5.0,1.0,,0.0,1,0
2.5,4.2,6.0,0.0,,0.0,0,1
,,,,,,0,0
2.8,3.2,13.0,1.0,,2.0,0,0
4.3,2.4,9.0,1.0,,0.0,1,0
5.0,3.0,2.0,0.0,,0.0,0,1
,,,,,,0,0
4.6,2.4,5.0,1.0,,0.0,0,0
4.4,2.9,13.0,0.0,90.0,1.0,0,1
,,,,,,0,0
2.0,3.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
5.0,2.4,5.0,0.0,,0.0,0,1
4.9,1.6,9.0,1.0,100.0,0.0,0,1
2.5,3.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
4.0,2.0,1.0,0.0,,0.0,0,1
4.8,2.7,6.0,1.0,,0.0,1,0
4.8,2.5,24.0,1.0,93.0,0.0,1,0
4.0,1.0,1.0,0.0,,0.0,1,0
2.9,3.5,4.0,0.0,,0.0,1,0
5.0,3.0,1.0,0.0,,0.0,0,1
3.3,2.9,10.0,1.0,,0.0,0,1
4.0,3.0,1.0,0.0,,0.0,0,0
4.5,2.1,7.0,1.0,,0.0,1,0
,,,,,,0,0
4.5,2.0,1.0,0.0,,0.0,1,0
5.0,2.0,1.0,0.0,,0.0,0,0
4.4,3.5,4.0,1.0,,0.0,1,0
4.8,2.8,10.0,1.0,,0.0,1,0
,,,,,,0,0
4.5,1.7,9.0,1.0,,0.0,1,0
4.8,2.0,7.0,1.0,,0.0,1,1
4.8,2.3,6.0,0.0,,0.0,1,0
4.6,3.3,10.0,0.0,83.0,0.0,0,1
2.4,3.8,5.0,0.0,,0.0,0,0
4.3,2.6,18.0,1.0,100.0,0.0,1,0
3.6,3.2,6.0,0.0,,0.0,0,0
,,,,,,0,0
4.0,3.0,1.0,1.0,,0.0,1,0
5.0,1.0,1.0,0.0,,0.0,1,0
4.3,2.5,2.0,0.0,,0.0,1,0
3.3,2.8,7.0,1.0,,0.0,0,0
4.9,2.0,4.0,0.0,,0.0,1,0
4.3,4.0,2.0,1.0,,0.0,1,0
1.0,3.0,1.0,0.0,,0.0,0,1
4.0,2.0,1.0,0.0,,0.0,1,1
,,,,,,0,0
3.5,2.6,11.0,1.0,60.0,2.0,1,0
3.2,3.0,17.0,0.0,80.0,5.0,0,0
4.0,1.3,3.0,0.0,,0.0,0,0
5.0,2.0,1.0,0.0,,0.0,0,1
3.0,3.0,1.0,0.0,,0.0,1,0
5.0,2.7,3.0,1.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
5.0,4.0,1.0,0.0,,0.0,0,0
1.8,3.7,4.0,0.0,,0.0,0,0
4.4,3.3,4.0,0.0,,0.0,0,1
2.5,3.0,2.0,1.0,,0.0,0,1
3.5,2.0,6.0,0.0,,0.0,0,1
4.7,1.8,5.0,0.0,,0.0,0,0
,,,,,,0,0
4.5,3.5,10.0,0.0,83.0,6.0,1,0
,,,,,,0,0
5.0,1.0,1.0,0.0,,0.0,0,0
4.5,4.0,1.0,0.0,,0.0,0,1
3.5,4.5,2.0,1.0,,0.0,0,0
4.5,1.0,2.0,0.0,,0.0,1,1
,,,,,,0,0
4.0,3.0,1.0,1.0,,0.0,0,1
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
2.7,4.5,8.0,0.0,20.0,4.0,0,1
5.0,5.0,1.0,1.0,,0.0,1,0
,,,,,,0,0
5.0,4.0,1.0,1.0,,0.0,1,1
,,,,,,0,0
,,,,,,0,0
1.0,4.0,1.0,0.0,,0.0,0,0
4.0,4.0,2.0,1.0,,0.0,0,1
3.5,3.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
4.9,1.1,7.0,0.0,,0.0,0,0
3.5,2.5,4.0,0.0,,0.0,0,0
3.7,3.1,23.0,0.0,78.0,0.0,0,0
2.5,3.0,1.0,0.0,,0.0,0,1
4.5,2.0,4.0,1.0,,0.0,1,0
4.0,2.0,1.0,0.0,,0.0,0,1
4.0,1.0,1.0,0.0,,0.0,1,0
5.0,1.0,1.0,0.0,,1.0,1,0
,,,,,,0,0
,,,,,,0,0
5.0,2.0,1.0,0.0,,0.0,0,1
4.8,2.0,3.0,0.0,,1.0,0,0
3.6,3.8,13.0,0.0,43.0,0.0,1,0
4.8,3.2,4.0,0.0,,3.0,0,0
,,,,,,0,0
4.8,2.6,5.0,1.0,,0.0,1,0
2.3,3.7,3.0,0.0,,0.0,0,0
4.5,3.5,2.0,1.0,,0.0,0,1
4.3,3.0,35.0,0.0,90.0,1.0,0,1
3.1,4.3,3.0,0.0,,2.0,1,0
5.0,1.0,1.0,0.0,,0.0,0,1
5.0,1.0,3.0,1.0,,0.0,0,1
3.8,2.5,2.0,1.0,,0.0,0,1
2.5,4.0,1.0,0.0,,0.0,0,1
5.0,1.7,3.0,1.0,,0.0,1,0
3.3,2.0,2.0,0.0,,0.0,0,0
2.5,2.7,3.0,0.0,,0.0,0,0
5.0,2.5,2.0,0.0,,1.0,0,1
3.7,4.3,3.0,0.0,,0.0,1,0
4.5,1.0,1.0,1.0,,0.0,0,1
2.0,4.0,3.0,0.0,,3.0,0,1
,,,,,,0,0
4.8,2.7,6.0,0.0,,0.0,1,1
3.8,4.2,5.0,0.0,,0.0,0,0
4.3,1.7,3.0,0.0,,0.0,0,1
4.3,3.1,9.0,1.0,86.0,0.0,1,0
2.0,5.0,1.0,0.0,,0.0,0,1
1.8,2.8,5.0,0.0,,1.0,1,0
4.7,1.7,7.0,1.0,,0.0,1,1
3.0,3.3,4.0,0.0,,1.0,1,0
3.5,3.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
4.5,3.7,35.0,0.0,86.0,1.0,1,0
4.3,2.7,17.0,0.0,92.0,0.0,1,0
3.0,3.0,1.0,0.0,,0.0,1,0
3.3,2.5,2.0,1.0,,2.0,0,1
4.7,2.3,8.0,0.0,,2.0,1,0
,,,,,,0,0
4.0,2.0,1.0,0.0,,1.0,0,1
1.0,3.0,1.0,0.0,,0.0,0,0
5.0,3.0,1.0,0.0,,0.0,0,1
4.0,4.0,3.0,0.0,,3.0,1,0
5.0,3.0,1.0,0.0,,0.0,0,1
3.0,4.0,1.0,0.0,,0.0,1,1
5.0,2.0,1.0,0.0,,0.0,0,0
5.0,2.0,1.0,0.0,,0.0,1,0
4.8,2.5,2.0,0.0,,0.0,1,0
4.1,2.4,10.0,0.0,83.0,0.0,0,1
4.2,2.3,4.0,0.0,,0.0,0,1
4.3,2.9,11.0,0.0,67.0,1.0,1,0
1.0,5.0,1.0,0.0,,0.0,0,0
4.8,1.8,4.0,1.0,,0.0,0,1
4.1,2.6,31.0,1.0,,0.0,1,0
3.6,3.2,6.0,0.0,,0.0,0,0
3.3,3.5,11.0,1.0,100.0,0.0,0,1
,,,,,,0,0
4.0,2.5,2.0,0.0,,0.0,0,1
5.0,3.2,5.0,1.0,,0.0,1,0
3.0,3.5,2.0,0.0,,0.0,0,1
3.4,2.0,4.0,0.0,,4.0,0,0
4.5,2.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
5.0,1.7,13.0,0.0,100.0,0.0,0,1
2.3,4.3,3.0,0.0,,0.0,0,0
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
4.0,2.2,4.0,1.0,,0.0,0,1
3.0,2.7,6.0,0.0,,5.0,0,1
,,,,,,0,0
4.6,2.5,13.0,0.0,82.0,1.0,0,1
4.2,3.5,14.0,0.0,86.0,0.0,0,1
,,,,,,0,0
3.0,2.0,1.0,0.0,,0.0,0,1
3.0,5.0,1.0,0.0,,0.0,0,1
1.5,5.0,1.0,0.0,,0.0,1,0
5.0,2.0,3.0,0.0,,2.0,1,0
,,,,,,0,0
,,,,,,0,0
3.5,3.0,1.0,0.0,,0.0,1,0
4.0,2.5,2.0,1.0,,0.0,1,0
,,,,,,0,0
2.0,4.0,1.0,0.0,,1.0,1,0
5.0,1.0,3.0,0.0,,0.0,0,1
5.0,2.0,1.0,0.0,,1.0,0,1
5.0,3.0,1.0,0.0,,0.0,0,1
4.5,3.0,1.0,1.0,,0.0,0,0
5.0,3.0,2.0,0.0,,0.0,0,0
5.0,2.5,2.0,0.0,,1.0,1,0
,,,,,,0,0
2.0,4.0,1.0,0.0,,0.0,0,1
4.2,3.3,10.0,1.0,,0.0,0,0
,,,,,,0,0
1.0,4.5,2.0,0.0,,0.0,0,0
,,,,,,0,0
5.0,2.7,3.0,0.0,,0.0,1,0
1.0,1.0,1.0,0.0,,0.0,0,0
3.7,1.3,3.0,1.0,,0.0,1,0
4.5,2.6,18.0,1.0,90.0,0.0,0,1
2.2,3.5,15.0,0.0,33.0,0.0,1,0
4.0,2.0,1.0,0.0,,0.0,0,0
3.7,3.0,3.0,1.0,,0.0,1,0
1.0,3.0,1.0,0.0,,0.0,1,1
1.3,4.0,3.0,0.0,,0.0,1,0
4.7,2.2,12.0,0.0,100.0,0.0,1,0
,,,,,,0,0
2.5,3.5,2.0,0.0,,2.0,1,0
4.5,1.0,1.0,0.0,,0.0,1,0
2.5,3.0,1.0,0.0,,0.0,0,1
2.4,3.8,5.0,0.0,,0.0,1,0
3.0,2.0,3.0,0.0,,0.0,0,0
1.5,4.8,8.0,1.0,,0.0,0,1
3.0,4.0,1.0,0.0,,0.0,0,1
5.0,1.0,1.0,0.0,,0.0,0,1
3.9,1.9,15.0,1.0,100.0,0.0,0,1
4.3,3.7,3.0,0.0,,0.0,1,0
2.5,4.0,2.0,0.0,,0.0,0,1
4.0,3.0,1.0,0.0,,0.0,0,1
5.0,3.0,1.0,0.0,,0.0,0,1
2.4,4.4,18.0,0.0,,0.0,0,0
3.0,2.5,2.0,0.0,,1.0,0,1
2.5,2.0,2.0,0.0,,0.0,0,0
4.5,2.5,25.0,1.0,100.0,0.0,0,0
4.5,4.0,1.0,0.0,,0.0,1,0
4.0,3.0,1.0,0.0,,0.0,1,0
5.0,3.0,2.0,1.0,,0.0,0,1
5.0,2.4,11.0,1.0,100.0,0.0,0,0
4.6,3.0,8.0,1.0,,0.0,0,0
4.5,3.1,14.0,1.0,100.0,0.0,1,0
4.3,3.1,17.0,1.0,63.0,0.0,1,0
3.5,2.0,1.0,0.0,,0.0,1,0
3.2,3.0,3.0,0.0,,0.0,0,0
4.0,3.0,1.0,1.0,,0.0,0,1
,,,,,,0,0
3.3,1.8,6.0,0.0,60.0,0.0,1,0
3.5,2.5,2.0,0.0,,0.0,0,0
3.5,3.6,8.0,0.0,,0.0,1,0
2.5,3.0,4.0,0.0,,0.0,1,0
1.8,3.5,4.0,0.0,,1.0,0,1
3.3,4.0,2.0,0.0,,0.0,1,0
,,,,,,0,0
3.0,4.0,1.0,0.0,,0.0,1,0
5.0,2.0,1.0,0.0,,1.0,1,0
4.8,2.4,10.0,1.0,,0.0,1,0
1.9,3.6,7.0,1.0,17.0,0.0,0,1
5.0,2.0,1.0,1.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
4.3,2.0,2.0,0.0,,0.0,0,1
4.0,2.0,1.0,0.0,,1.0,0,1
,,,,,,0,0
5.0,3.5,2.0,1.0,,0.0,0,1
4.0,3.0,1.0,0.0,,0.0,0,1
4.5,3.5,2.0,1.0,,0.0,0,0
4.5,4.0,1.0,0.0,,0.0,0,1
4.8,1.7,3.0,0.0,,0.0,1,0
3.5,3.0,1.0,0.0,,0.0,0,1
1.0,5.0,1.0,0.0,,0.0,1,0
2.1,3.5,23.0,0.0,13.0,6.0,0,1
1.0,1.0,1.0,0.0,,0.0,0,1
4.5,1.0,1.0,0.0,,0.0,1,0
4.5,1.0,1.0,0.0,,0.0,0,0
1.0,5.0,1.0,0.0,,0.0,0,0
4.6,3.0,8.0,0.0,83.0,7.0,0,1
1.0,4.0,3.0,0.0,,0.0,0,0
2.7,4.0,3.0,0.0,,0.0,0,0
,,,,,,0,0
5.0,1.0,1.0,0.0,,0.0,0,1
4.8,2.3,3.0,0.0,,0.0,1,0
5.0,2.0,1.0,0.0,,0.0,1,0
3.7,2.0,3.0,0.0,,0.0,1,0
5.0,4.0,1.0,0.0,,0.0,1,0
4.6,2.7,14.0,0.0,80.0,0.0,1,0
2.1,4.0,4.0,0.0,,0.0,1,0
2.5,4.0,2.0,0.0,,0.0,0,0
3.3,5.0,5.0,0.0,,0.0,1,0
4.3,3.5,2.0,0.0,,0.0,0,1
4.3,4.5,4.0,1.0,,0.0,0,0
3.2,3.0,3.0,0.0,,0.0,0,0
1.5,3.0,1.0,0.0,,0.0,1,0
3.5,4.8,5.0,0.0,,0.0,1,0
,,,,,,0,0
2.0,4.3,8.0,1.0,,0.0,1,0
5.0,4.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
4.5,2.8,8.0,0.0,,0.0,1,0
5.0,2.7,3.0,0.0,,0.0,0,0
4.0,3.0,1.0,0.0,,1.0,0,0
1.0,3.3,3.0,0.0,,0.0,1,0
,,,,,,0,0
4.0,4.0,2.0,0.0,,1.0,1,0
5.0,2.0,3.0,0.0,,0.0,1,0
5.0,2.0,1.0,0.0,,0.0,0,1
4.9,1.8,4.0,0.0,,0.0,0,1
4.8,3.5,2.0,1.0,,0.0,0,0
,,,,,,0,0
1.0,5.0,1.0,0.0,,0.0,0,1
2.5,2.0,3.0,0.0,,0.0,1,0
1.0,5.0,1.0,0.0,,0.0,0,1
5.0,2.0,1.0,0.0,,0.0,0,1
4.3,4.0,7.0,0.0,,0.0,0,0
5.0,2.3,16.0,1.0,100.0,0.0,1,0
,,,,,,0,0
,,,,,,0,0
5.0,2.0,1.0,0.0,,0.0,0,1
2.3,2.8,4.0,0.0,,0.0,0,1
,,,,,,0,0
3.8,3.8,10.0,1.0,,0.0,0,1
,,,,,,0,0
5.0,2.5,2.0,0.0,,0.0,1,0
4.2,3.0,9.0,0.0,86.0,0.0,1,0
3.0,3.0,5.0,0.0,,0.0,1,0
2.5,5.0,1.0,0.0,,0.0,1,0
4.0,2.0,3.0,0.0,,0.0,1,0
1.3,4.0,3.0,0.0,,2.0,1,0
5.0,4.0,1.0,0.0,,0.0,0,1
4.8,1.8,33.0,1.0,95.0,0.0,0,1
3.8,3.0,2.0,0.0,,0.0,0,1
,,,,,,0,0
5.0,4.0,1.0,1.0,,0.0,1,0
,,,,,,0,0
5.0,3.0,1.0,0.0,,1.0,0,1
3.8,2.4,10.0,1.0,88.0,7.0,1,0
,,,,,,0,0
,,,,,,0,0
5.0,2.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
4.8,2.8,6.0,0.0,,0.0,0,1
4.5,3.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
1.0,3.0,1.0,0.0,,0.0,0,0
3.8,4.0,2.0,0.0,,0.0,0,1
5.0,2.8,5.0,1.0,,0.0,1,0
5.0,3.0,1.0,0.0,,0.0,1,0
,,,,,,0,0
4.0,2.0,1.0,0.0,,0.0,1,0
3.3,3.0,3.0,1.0,,0.0,0,0
5.0,1.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
4.0,2.0,1.0,1.0,,0.0,0,1
,,,,,,0,0
4.0,1.0,1.0,0.0,,0.0,0,1
4.3,3.0,2.0,0.0,,0.0,0,1
1.0,5.0,1.0,0.0,,1.0,1,0
4.7,2.7,10.0,1.0,100.0,0.0,1,0
4.5,3.3,3.0,0.0,,0.0,0,1
2.9,4.4,5.0,0.0,,0.0,1,0
2.4,4.8,5.0,0.0,,0.0,1,0
3.5,2.0,1.0,0.0,,0.0,1,0
3.8,4.5,2.0,1.0,,0.0,0,0
4.5,4.0,3.0,1.0,,0.0,1,1
5.0,3.2,5.0,0.0,,1.0,1,0
5.0,3.0,2.0,0.0,,0.0,1,0
4.3,2.3,3.0,0.0,,3.0,1,0
2.5,4.2,5.0,0.0,,0.0,1,0
1.0,4.0,1.0,0.0,,0.0,0,1
4.5,4.0,2.0,0.0,,0.0,1,0
,,,,,,0,0
2.3,2.7,4.0,0.0,,3.0,1,0
,,,,,,0,0
2.7,1.3,7.0,0.0,,0.0,0,0
,,,,,,0,0
4.3,2.0,2.0,1.0,,0.0,0,1
4.3,3.5,10.0,1.0,80.0,0.0,0,0
5.0,1.4,5.0,1.0,,0.0,0,1
2.7,2.0,3.0,0.0,,0.0,0,1
3.3,3.0,2.0,0.0,,0.0,1,0
5.0,2.0,1.0,0.0,,0.0,0,1
3.3,4.2,4.0,0.0,,0.0,1,1
4.5,2.3,3.0,0.0,,0.0,1,0
4.0,2.1,12.0,0.0,67.0,0.0,1,0
5.0,1.7,3.0,0.0,,2.0,0,1
1.0,5.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
4.9,1.7,7.0,0.0,,0.0,0,1
4.4,2.4,5.0,0.0,,0.0,0,1
5.0,3.0,1.0,0.0,,0.0,1,0
4.6,3.0,13.0,1.0,100.0,0.0,1,0
4.0,4.0,1.0,0.0,,0.0,0,1
5.0,2.0,1.0,0.0,,0.0,0,1
5.0,1.0,1.0,0.0,,0.0,1,0
3.0,3.0,1.0,0.0,,1.0,1,0
1.9,4.3,7.0,0.0,,6.0,0,1
1.0,4.0,1.0,0.0,,0.0,1,0
5.0,1.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
4.8,2.0,2.0,0.0,,0.0,1,0
2.9,3.5,4.0,0.0,,1.0,0,1
5.0,1.3,4.0,0.0,,0.0,1,0
,,,,,,0,0
5.0,1.7,3.0,1.0,,2.0,0,0
3.0,4.3,3.0,0.0,,1.0,0,0
4.0,2.3,4.0,1.0,,2.0,1,0
,,,,,,0,0
2.5,3.4,5.0,0.0,,0.0,1,0
,,,,,,0,0
4.5,1.0,1.0,0.0,,0.0,1,0
5.0,3.0,1.0,0.0,,0.0,0,1
5.0,1.0,2.0,0.0,,0.0,0,1
5.0,2.0,5.0,0.0,,0.0,1,0
,,,,,,0,0
2.6,4.3,4.0,0.0,,0.0,0,0
3.5,2.8,4.0,0.0,,0.0,0,0
4.5,3.0,1.0,0.0,,0.0,0,0
5.0,1.0,1.0,0.0,,1.0,0,1
4.5,2.8,10.0,1.0,86.0,0.0,0,1
3.4,3.2,5.0,1.0,,0.0,1,0
2.0,3.0,1.0,0.0,,0.0,1,1
,,,,,,0,0
4.3,3.0,3.0,0.0,,1.0,1,0
4.8,2.0,5.0,0.0,,0.0,1,0
5.0,1.8,9.0,0.0,,0.0,0,1
3.5,2.2,11.0,1.0,67.0,1.0,0,0
4.8,2.1,9.0,1.0,,0.0,1,0
3.5,3.3,4.0,0.0,,0.0,0,1
5.0,1.5,2.0,0.0,,0.0,0,0
4.1,2.2,4.0,0.0,,2.0,1,0
,,,,,,0,0
5.0,2.5,2.0,1.0,,0.0,1,0
5.0,1.0,1.0,0.0,,0.0,0,1
5.0,4.0,2.0,0.0,,0.0,0,1
5.0,3.0,1.0,0.0,,0.0,0,1
,,,,,,0,0
5.0,4.0,1.0,0.0,,0.0,0,0
5.0,2.0,4.0,0.0,,0.0,1,0
3.8,3.4,14.0,0.0,80.0,0.0,0,1
4.0,2.7,3.0,0.0,,0.0,1,0
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
,,,,,,0,0
3.7,2.5,13.0,0.0,83.0,0.0,0,1
2.1,4.4,5.0,0.0,,0.0,0,0
,,,,,,0,0
4.8,2.7,3.0,1.0,,3.0,0,1
4.8,2.0,3.0,0.0,,1.0,1,0
4.8,2.5,2.0,0.0,,0.0,0,1
4.7,2.2,5.0,0.0,,0.0,0,1
2.4,4.2,4.0,1.0,,0.0,1,0
4.9,2.8,15.0,1.0,100.0,0.0,0,1
4.0,3.0,4.0,0.0,,0.0,1,0
,,,,,,0,0
4.9,2.9,15.0,1.0,100.0,0.0,0,1
3.4,3.0,4.0,0.0,,3.0,1,0
3.1,3.0,6.0,0.0,,0.0,0,1
,,,,,,0,0
3.8,3.5,4.0,0.0,,1.0,1,0
3.0,2.5,2.0,0.0,,0.0,1,0
4.8,1.6,9.0,0.0,,0.0,1,0
2.0,4.0,1.0,0.0,,1.0,0,1
3.0,3.0,1.0,0.0,,0.0,0,0
4.8,2.5,10.0,1.0,100.0,1.0,0,1
5.0,4.0,1.0,0.0,,1.0,0,1
5.0,4.0,2.0,0.0,,0.0,1,0
5.0,2.0,1.0,0.0,,0.0,0,1
4.3,3.6,7.0,0.0,,1.0,0,1
4.0,1.3,7.0,0.0,,0.0,0,0
3.3,2.3,3.0,1.0,,0.0,0,1
,,,,,,0,0
2.3,3.6,16.0,0.0,33.0,0.0,1,0
4.8,2.3,3.0,0.0,,0.0,1,0
3.3,3.3,3.0,0.0,,0.0,0,0
,,,,,,0,0
4.5,3.0,3.0,0.0,,0.0,1,0
,,,,,,0,0
4.8,2.6,9.0,0.0,83.0,0.0,0,1
,,,,,,0,0
4.0,4.0,1.0,0.0,,0.0,0,1
